,Children,Age,Income,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,Churn_Yes
8416,3,87,5043.14,58.34548,154.9919,5567.462774,1,0,0,0,0,1,0,0,0,1,0,0
8417,3,75,17740.18,59.46147,192.4705,5277.177679,0,1,0,0,0,1,0,0,0,1,0,0
8418,0,70,46656.47,70.59181,164.9853,6602.811435,1,0,0,0,0,0,0,1,0,1,0,0
8419,2,19,13240.53,55.62538,79.97886,4798.898882,1,0,0,0,0,0,0,1,0,1,0,0
8420,1,77,42679.8,54.06613,242.6326,4972.337033,1,0,0,0,0,1,0,0,1,0,0,0
8421,3,80,14009.63,60.98195,182.4433,5725.421883,1,0,0,1,0,0,0,0,1,0,0,0
8422,1,70,52171.43,51.53345,220.1185,4644.934479,0,1,0,0,0,0,0,1,1,0,0,0
8423,0,33,32076.79,64.48611,172.4742,5666.607489,1,0,0,0,1,0,0,0,0,1,0,0
8424,2,54,27479.16,65.63056,132.4798,6238.373858,0,1,0,0,0,1,0,0,0,1,0,0
8425,3,23,37542.28,51.53674,172.4705,5129.540139,0,1,0,0,0,0,1,0,1,0,0,0
8426,4,58,5026.38,48.76309,129.9926,4409.527019,0,1,0,0,1,0,0,0,0,1,0,1
8427,2,41,23024.38,71.02583,220.1149,6849.08497,0,0,1,0,1,0,0,0,1,0,0,0
8428,1,55,93186.26,47.52483,117.4858,4185.014737,0,1,0,1,0,0,0,0,1,0,0,0
8429,4,59,61395.66,68.03642,117.4392,6273.278412,1,0,0,0,0,0,1,0,1,0,0,0
8430,4,80,53563.03,63.37764,262.6106,5836.607029,0,0,1,0,0,0,1,0,1,0,0,0
8431,0,84,27123.66,69.36684,165.0113,5986.22023,1,0,0,1,0,0,0,0,1,0,0,0
8432,1,60,17595.42,64.91577,187.656,5902.115401,0,1,0,0,0,0,0,1,0,1,0,0
8433,7,24,6695.49,60.74742,157.4698,5350.10612,1,0,0,0,0,0,1,0,1,0,0,0
8434,4,61,34411.1,65.25348,137.4686,5598.578895,0,1,0,1,0,0,0,0,1,0,0,0
8435,2,68,25568.0,60.80126,197.484,5961.810975,1,0,0,0,0,0,0,1,0,1,0,0
8436,2,49,73309.86,55.75197,235.1417,5697.928731,0,0,1,0,0,0,0,1,0,1,0,0
8437,1,71,25190.07,61.23692,182.4608,5396.238934,0,0,1,0,0,0,0,1,0,1,0,0
8438,5,32,22117.1,42.93116,190.1737,4390.887942,0,0,1,0,0,0,0,1,0,1,0,0
8439,0,58,24526.83,64.76289,242.6281,5912.297497,0,1,0,0,0,0,1,0,1,0,0,0
8440,1,35,52337.71,63.70616,182.4653,5602.325929,1,0,0,1,0,0,0,0,1,0,0,0
8441,0,31,80309.69,66.74044,112.4844,5598.395048,0,1,0,0,0,0,1,0,1,0,0,0
8442,1,43,89970.37,43.69814,235.1555,4732.920025,0,1,0,0,0,1,0,0,1,0,0,1
8443,1,19,36574.47,55.89461,192.4885,5045.584915,1,0,0,0,0,1,0,0,0,1,0,0
8444,0,53,31894.71,61.2082,184.9496,5827.639737,1,0,0,0,0,0,0,1,0,1,0,0
8445,2,41,27472.28,67.75127,124.9935,5714.326706,0,1,0,0,0,0,1,0,1,0,0,0
8446,0,50,39651.69,67.11199,159.965,5739.420369,1,0,0,1,0,0,0,0,1,0,0,0
8447,1,77,4489.66,55.18746,147.4564,5121.506186,1,0,0,0,0,0,1,0,0,1,0,0
8448,7,56,42789.24,71.97435,164.9785,6916.339606,0,1,0,1,0,0,0,0,1,0,0,0
8449,2,55,23279.78,41.67396,287.6427,4168.120303,0,1,0,0,1,0,0,0,1,0,0,0
8450,0,27,29353.41,68.55339,139.9349,6438.459484,0,1,0,0,0,1,0,0,0,1,0,0
8451,1,68,35741.44,61.13096,149.9845,5397.392962,1,0,0,0,0,0,1,0,0,1,0,0
8452,1,61,32502.96,68.41538,117.4392,6205.418228,1,0,0,0,0,1,0,0,1,0,0,0
8453,4,37,26887.33,66.23131,287.6427,6347.9348,1,0,0,0,0,0,1,0,0,1,0,0
8454,1,23,53640.47,59.64391,217.484,5487.953653,0,0,1,0,0,0,0,1,1,0,0,0
8455,8,33,94258.71,67.39064,255.1665,6579.180799,0,1,0,0,0,0,1,0,0,1,0,0
8456,3,88,30836.33,70.17136,137.4872,5884.793295,1,0,0,0,1,0,0,0,0,1,0,0
8457,0,74,164529.0,62.99453,245.1457,5837.201318,0,0,1,0,0,0,0,1,0,1,0,1
8458,1,25,43088.83,56.26037,242.6326,5322.61702,0,1,0,0,0,0,1,0,1,0,0,0
8459,2,68,14038.55,46.66033,104.9781,4320.023398,0,1,0,0,0,0,1,0,1,0,0,0
8460,4,83,13285.84,69.06894,184.9785,6083.905265,1,0,0,0,1,0,0,0,1,0,0,0
8461,1,62,6759.91,68.45528,240.1149,6125.329205,1,0,0,0,0,0,1,0,1,0,0,0
8462,3,20,40074.01,65.05265,235.1372,6617.854017,0,1,0,0,1,0,0,0,0,1,0,0
8463,0,23,6820.51,64.48112,149.9447,6048.807482,1,0,0,0,0,0,0,1,1,0,0,0
8464,2,76,114044.9,69.45823,119.9897,5938.504348,1,0,0,0,0,0,1,0,1,0,0,0
8465,2,55,22716.52,71.24754,139.9979,6127.777658,0,0,1,1,0,0,0,0,1,0,0,0
8466,1,58,52797.42,62.69829,267.6427,6310.736148,0,0,1,0,0,0,1,0,0,1,0,1
8467,0,84,17260.93,38.58318,147.5031,3296.618156,0,0,1,0,0,0,0,1,1,0,0,0
8468,2,77,62292.07,62.71436,152.4441,5861.982807,0,0,1,0,1,0,0,0,0,1,0,0
8469,0,56,6435.12,70.63479,169.9671,6171.479592,0,1,0,0,0,0,1,0,0,1,0,0
8470,6,22,100257.6,60.04717,147.4421,5434.193829,1,0,0,0,0,1,0,0,0,1,0,0
8471,0,63,23355.34,52.9247,127.4783,4932.430411,0,1,0,0,0,0,0,1,0,1,0,0
8472,6,36,52413.54,69.86605,185.0077,6519.120707,1,0,0,0,0,0,1,0,0,1,0,0
8473,1,61,27720.47,53.39442,220.1615,5026.753166,1,0,0,0,0,1,0,0,0,1,0,0
8474,0,76,43216.69,61.36647,195.0062,5351.472842,1,0,0,0,0,1,0,0,0,1,0,0
8475,5,85,24029.52,71.80608,219.9902,6491.869404,1,0,0,0,0,1,0,0,0,1,0,0
8476,7,33,60815.04,50.40492,162.5299,4727.495412,0,1,0,0,1,0,0,0,1,0,0,0
8477,1,49,8692.66,67.60425,117.4858,5849.950819,0,1,0,0,0,0,0,1,1,0,0,0
8478,0,61,29727.21,60.42738,162.4818,5394.817414,1,0,0,0,0,0,1,0,0,1,0,0
8479,0,72,27058.36,71.99132,222.6326,6840.191109,0,0,1,0,0,1,0,0,1,0,0,0
8480,4,53,49125.36,52.26662,184.9496,5218.124457,0,1,0,0,0,0,0,1,0,1,0,0
8481,0,85,65640.28,63.81393,222.6281,6206.567047,0,0,1,0,0,0,1,0,0,1,0,0
8482,4,77,33567.58,50.44094,182.4433,4984.621447,0,0,1,0,0,0,0,1,0,1,0,0
8483,0,53,20832.66,37.04844,129.9621,3715.869075,0,1,0,1,0,0,0,0,1,0,0,0
8484,4,71,20631.55,60.26349,172.4555,5398.88963,0,1,0,0,0,0,0,1,0,1,0,0
8485,1,88,55933.65,66.10035,217.484,5803.869496,1,0,0,0,0,1,0,0,1,0,0,0
8486,0,42,32929.09,46.03183,119.9568,4478.070702,0,1,0,0,0,0,1,0,1,0,0,0
8487,5,44,16465.85,53.24575,149.9483,4732.155898,0,1,0,1,0,0,0,0,1,0,0,0
8488,0,25,22821.11,61.35418,140.0049,5351.73548,1,0,0,0,0,0,0,1,0,1,0,0
8489,4,53,35950.39,59.60557,127.4421,5648.297688,1,0,0,0,0,0,0,1,0,1,0,0
8490,10,43,107341.5,56.34451,152.4798,5299.289196,1,0,0,0,0,1,0,0,1,0,0,0
8491,3,51,10770.7,61.74695,182.4653,5450.903985,0,0,1,0,0,0,1,0,1,0,0,0
8492,3,28,25747.86,71.99418,192.4705,6458.177025,0,0,1,0,1,0,0,0,0,1,0,0
8493,2,53,4978.33,61.84543,190.1737,5779.47654,0,1,0,0,0,0,1,0,0,1,0,0
8494,3,84,30407.3,45.34674,184.9496,4471.648469,0,0,1,1,0,0,0,0,1,0,0,0
8495,1,75,99132.61,70.99524,202.4433,6087.218845,1,0,0,0,0,0,1,0,1,0,0,0
8496,0,89,5435.86,66.89948,184.961,6163.633177,1,0,0,0,0,1,0,0,1,0,0,0
8497,0,37,20406.36,51.58987,194.9699,4608.506607,0,1,0,0,0,1,0,0,1,0,0,0
8498,0,61,108956.8,43.40615,200.1323,4472.040669,0,0,1,1,0,0,0,0,1,0,0,1
8499,3,35,67999.95,53.91114,149.9778,4810.280705,1,0,0,0,0,0,0,1,0,1,0,0
8500,1,34,17175.88,44.14809,242.6326,4347.709252,1,0,0,0,1,0,0,0,0,1,0,0
8501,1,88,27192.54,49.22149,152.4624,4738.397058,0,1,0,0,1,0,0,0,0,1,0,0
8502,1,82,54381.23,52.60487,184.9797,5048.660319,1,0,0,0,0,0,0,1,0,1,0,0
8503,1,64,57498.9,55.02676,265.1283,5234.71552,0,1,0,1,0,0,0,0,0,1,0,1
8504,0,52,15358.09,50.60009,159.965,4462.198964,1,0,0,0,0,0,0,1,0,1,0,0
8505,0,69,58722.42,48.60336,212.6228,5002.761216,0,1,0,0,0,0,1,0,0,1,0,1
8506,2,20,28990.97,66.03662,194.9744,5877.566424,1,0,0,0,1,0,0,0,1,0,0,0
8507,2,86,66115.1,68.87713,277.6513,6366.330959,0,1,0,0,0,0,1,0,1,0,0,0
8508,5,68,51061.01,60.1745,184.9939,5426.206923,1,0,0,0,1,0,0,0,1,0,0,0
8509,2,67,46704.87,64.2498,210.1051,6230.665916,1,0,0,0,0,0,0,1,1,0,0,0
8510,4,22,115758.0,54.65479,117.4858,5016.831193,1,0,0,0,0,0,0,1,0,1,0,0
8511,0,76,36398.01,70.50947,124.9643,5774.340454,1,0,0,0,0,1,0,0,0,1,0,0
8512,0,37,47833.67,67.06183,149.9447,6261.418751,0,1,0,0,0,0,1,0,0,1,0,0
8513,0,35,5644.85,43.02146,120.0035,3926.009965,0,0,1,0,0,1,0,0,1,0,0,0
8514,1,46,12619.97,49.8063,172.5104,4439.411899,0,0,1,0,1,0,0,0,0,1,0,0
8515,1,85,8667.17,65.91489,242.6573,6020.902258,1,0,0,0,1,0,0,0,1,0,0,0
8516,9,20,48552.54,63.8887,139.9512,6265.689465,0,1,0,1,0,0,0,0,0,1,0,0
8517,1,23,55153.17,69.93109,159.9349,6181.750229,1,0,0,0,1,0,0,0,0,1,0,0
8518,1,78,43174.81,68.38161,147.4783,5767.046848,0,0,1,0,1,0,0,0,0,1,0,0
8519,1,37,14976.23,62.8566,197.6288,5770.590829,1,0,0,0,0,0,0,1,1,0,0,0
8520,1,50,7369.88,56.24647,217.4725,5086.304493,1,0,0,0,1,0,0,0,1,0,0,0
8521,2,54,10992.89,64.86438,184.9797,6175.765224,1,0,0,0,0,0,0,1,0,1,0,1
8522,4,50,31421.54,65.2372,164.9647,6293.093113,0,1,0,0,0,0,0,1,0,1,0,0
8523,8,37,76587.52,48.70941,207.6094,4779.956484,0,0,1,0,1,0,0,0,0,1,0,1
8524,2,49,47836.42,55.49261,230.1344,5277.646823,0,1,0,0,1,0,0,0,0,1,0,1
8525,1,37,112961.8,62.59584,184.9785,5694.262968,1,0,0,0,0,0,0,1,0,1,0,0
8526,1,20,112839.8,68.79248,182.447,6101.712749,0,0,1,0,0,1,0,0,0,1,0,0
8527,2,24,24879.0,56.0677,245.147,5815.707647,0,1,0,0,0,0,0,1,0,1,0,0
8528,3,75,37720.52,56.75264,147.4738,4835.295615,1,0,0,0,1,0,0,0,1,0,0,0
8529,0,68,32738.97,67.00862,149.9845,5765.925076,0,0,1,0,0,1,0,0,1,0,0,0
8530,3,74,99699.68,66.85966,127.4586,5738.328374,1,0,0,0,0,0,0,1,0,0,1,0
8531,2,47,26920.29,68.70194,147.4601,5794.589213,0,0,1,0,1,0,0,0,1,0,0,0
8532,0,29,105294.0,64.9377,149.9447,6066.547252,1,0,0,0,0,1,0,0,1,0,0,0
8533,3,62,17495.04,55.55389,207.6094,5104.889837,1,0,0,0,0,0,0,1,0,1,0,0
8534,3,52,60011.51,67.25716,179.9476,5820.087969,0,1,0,1,0,0,0,0,0,0,1,0
8535,0,89,29453.49,68.11166,207.4754,6277.222751,0,1,0,0,0,0,1,0,1,0,0,0
8536,2,80,13973.69,69.64918,152.4441,6420.370535,1,0,0,0,0,0,0,1,0,1,0,0
8537,1,75,27106.57,59.56187,137.4684,5092.536093,1,0,0,1,0,0,0,0,1,0,0,0
8538,1,67,37390.82,68.6504,235.1591,6217.645459,0,1,0,0,0,0,0,1,1,0,0,0
8539,3,25,68500.11,61.3684,220.1185,5659.896824,1,0,0,0,1,0,0,0,1,0,0,0
8540,2,54,38962.14,68.34963,172.4567,6376.192688,1,0,0,0,0,0,0,1,0,1,0,0
8541,10,45,30450.75,65.90337,169.9447,6034.619881,1,0,0,1,0,0,0,0,0,1,0,0
8542,1,63,63719.51,45.75297,277.6513,4563.265438,0,0,1,0,0,0,0,1,0,1,0,1
8543,2,65,16949.89,70.56361,137.4836,6360.392801,0,1,0,0,1,0,0,0,1,0,0,0
8544,2,80,91629.36,57.0815,164.9785,5545.726878,0,0,1,0,0,1,0,0,0,1,0,0
8545,0,33,51477.31,60.0122,175.0211,5447.179024,0,1,0,0,0,1,0,0,0,1,0,0
8546,1,77,24934.12,71.3386,117.4835,6100.344382,0,0,1,0,0,1,0,0,0,1,0,0
8547,1,79,17965.81,61.9146,222.6326,6069.414411,1,0,0,0,0,1,0,0,0,1,0,0
8548,2,53,28702.52,67.39326,174.9768,6387.155472,1,0,0,0,0,1,0,0,0,1,0,0
8549,6,44,4954.67,65.38821,219.9902,6084.157683,1,0,0,0,0,0,0,1,1,0,0,0
8550,0,77,20312.0,52.69236,112.4551,4224.557626,0,1,0,0,0,0,0,1,1,0,0,0
8551,9,43,26492.19,68.02064,147.4564,6530.78052,0,1,0,0,0,0,1,0,0,1,0,0
8552,3,82,47909.78,44.68507,124.9607,4212.149496,0,1,0,0,1,0,0,0,0,1,0,0
8553,0,41,23995.11,64.5943,235.1555,6467.932969,0,0,1,0,1,0,0,0,0,1,0,1
8554,2,64,97871.03,62.84343,94.97283,5649.203405,0,1,0,1,0,0,0,0,1,0,0,0
8555,0,33,65978.69,65.11394,162.4676,6200.072737,1,0,0,0,0,0,1,0,0,1,0,0
8556,2,19,73093.52,66.74968,169.9378,5964.070556,1,0,0,0,0,0,0,1,0,1,0,0
8557,2,75,6736.05,62.27729,139.9792,5406.926303,0,0,1,1,0,0,0,0,1,0,0,0
8558,2,78,26865.42,48.4017,214.9663,4342.047465,0,0,1,0,1,0,0,0,1,0,0,0
8559,3,63,21303.64,61.65935,200.1465,5771.07207,0,1,0,0,0,0,1,0,0,1,0,0
8560,2,87,37885.62,64.02401,162.4608,5934.141788,0,1,0,0,0,0,0,1,1,0,0,0
8561,1,72,83201.51,58.47534,175.0211,5141.883254,0,1,0,0,1,0,0,0,1,0,0,0
8562,0,70,24188.41,62.77262,114.9976,5334.884836,0,0,1,0,1,0,0,0,0,1,0,0
8563,0,61,36205.76,49.11866,152.4624,4787.709945,0,0,1,1,0,0,0,0,0,1,0,1
8564,1,56,35791.81,65.44262,172.4441,5663.049118,1,0,0,0,1,0,0,0,1,0,0,0
8565,1,67,28757.7,61.09569,252.6378,5591.052659,0,0,1,0,0,0,0,1,1,0,0,0
8566,0,89,4263.18,60.55095,162.4713,5161.466055,0,0,1,0,0,0,1,0,0,1,0,0
8567,3,81,20178.71,54.0833,92.48802,4504.376908,1,0,0,0,0,1,0,0,0,1,0,0
8568,1,84,15721.08,43.73697,212.6415,4458.846728,0,1,0,0,0,0,1,0,1,0,0,1
8569,2,77,67619.72,65.36252,197.5169,5814.585969,1,0,0,0,0,0,0,1,1,0,0,0
8570,1,20,34759.58,38.84886,117.4872,3810.881389,1,0,0,0,0,0,1,0,1,0,0,0
8571,2,28,19948.12,36.19603,112.4551,3095.105954,0,0,1,1,0,0,0,0,1,0,0,0
8572,0,28,18305.22,61.45615,162.4653,5823.6249,1,0,0,0,0,0,0,1,1,0,0,0
8573,2,39,19542.22,48.78507,95.00571,4170.086495,0,1,0,0,0,0,0,1,1,0,0,0
8574,1,64,7569.75,59.00593,214.9525,5227.515273,1,0,0,0,1,0,0,0,0,1,0,0
8575,1,25,47027.73,71.6524,214.9525,6309.319991,0,0,1,0,1,0,0,0,1,0,0,0
8576,4,48,71899.67,41.09672,172.4742,3741.804448,0,0,1,0,0,1,0,0,1,0,0,0
8577,0,80,48733.51,70.68543,152.466,5964.374183,0,0,1,0,0,1,0,0,1,0,0,0
8578,1,33,10199.44,66.82313,137.4978,5880.876863,1,0,0,0,0,1,0,0,0,1,0,0
8579,1,66,36559.57,59.30543,137.4684,5101.031717,1,0,0,0,0,1,0,0,1,0,0,0
8580,3,25,31545.14,62.59775,92.45514,5712.520809,1,0,0,0,1,0,0,0,1,0,0,0
8581,1,70,3971.37,62.27601,147.4601,5244.15561,0,1,0,1,0,0,0,0,0,1,0,0
8582,3,33,45795.23,65.06621,184.9785,5889.077769,0,1,0,0,0,0,1,0,1,0,0,0
8583,0,31,20213.18,64.34133,104.9923,5581.345203,1,0,0,0,0,1,0,0,0,1,0,0
8584,0,66,33674.02,52.30473,242.6326,4833.292191,0,0,1,1,0,0,0,0,1,0,0,0
8585,0,49,18852.52,48.73343,174.9744,4798.910859,1,0,0,1,0,0,0,0,0,1,0,0
8586,1,79,28297.97,67.20217,174.991,5878.968323,0,1,0,0,0,1,0,0,1,0,0,0
8587,0,77,58131.94,71.59338,207.6094,6230.543177,0,1,0,0,0,0,1,0,1,0,0,0
8588,0,23,41709.72,70.90919,252.6378,6555.679518,0,1,0,0,0,0,1,0,0,1,0,0
8589,1,63,36727.38,48.28595,184.9785,4354.210928,0,1,0,0,0,0,0,1,1,0,0,0
8590,0,86,36079.26,45.51779,114.9509,4114.665387,1,0,0,0,0,0,0,1,1,0,0,0
8591,3,89,40217.33,70.14609,167.4564,5873.629847,0,0,1,1,0,0,0,0,1,0,0,0
8592,6,58,81455.87,71.2039,245.175,6771.922364,0,0,1,1,0,0,0,0,1,0,0,0
8593,0,40,8855.67,56.70254,275.1336,5429.870356,0,1,0,0,0,0,0,1,0,1,0,0
8594,2,62,12705.84,67.10152,252.6378,6130.335448,1,0,0,1,0,0,0,0,1,0,0,0
8595,2,38,13846.51,65.12634,187.656,5975.229801,0,0,1,0,0,0,1,0,1,0,0,0
8596,1,88,66525.58,58.85834,252.624,5305.10923,0,0,1,0,0,0,0,1,0,1,0,0
8597,2,87,14008.49,63.82538,144.9607,5319.79287,0,1,0,0,1,0,0,0,0,1,0,0
8598,10,53,57408.39,55.65515,134.9801,5019.79687,0,0,1,0,0,0,1,0,1,0,0,0
8599,1,78,60311.48,65.34077,202.4433,5614.068087,1,0,0,0,1,0,0,0,1,0,0,0
8600,3,45,27165.73,71.11137,162.4608,6683.352536,1,0,0,0,0,1,0,0,1,0,0,0
8601,0,58,28333.29,59.16197,182.4608,5155.773559,1,0,0,1,0,0,0,0,1,0,0,0
8602,4,83,116972.1,42.76683,104.9643,4014.850907,1,0,0,0,1,0,0,0,0,1,0,0
8603,4,38,32595.47,71.74385,192.4404,6445.40917,1,0,0,0,0,0,1,0,0,1,0,0
8604,1,40,82843.95,67.11925,159.965,5885.871902,0,1,0,0,0,1,0,0,0,1,0,0
8605,4,49,9317.9,68.52272,159.9512,5900.606745,0,0,1,0,0,0,1,0,1,0,0,0
8606,4,44,59338.59,49.98309,114.9658,4393.579424,1,0,0,0,0,1,0,0,1,0,0,0
8607,3,84,73613.88,70.40991,172.5034,6066.79912,0,0,1,1,0,0,0,0,1,0,0,0
8608,0,88,15854.29,68.50985,147.4893,5654.807301,1,0,0,1,0,0,0,0,1,0,0,0
8609,0,61,64949.07,70.45931,159.965,5977.627047,0,1,0,0,1,0,0,0,1,0,0,0
8610,0,59,34326.31,57.54686,162.4538,5413.975477,0,0,1,1,0,0,0,0,0,1,0,1
8611,0,66,35478.83,70.83727,104.9629,5990.24437,0,1,0,1,0,0,0,0,0,1,0,0
8612,1,18,75193.8,64.68179,172.4555,5842.329497,0,0,1,0,0,1,0,0,0,1,0,0
8613,1,82,124590.0,52.25168,159.9349,4539.697433,0,0,1,0,0,0,0,1,0,1,0,0
8614,4,85,51630.71,41.36314,255.1417,4048.983361,1,0,0,0,1,0,0,0,0,1,0,0
8615,0,18,33975.64,57.42888,220.1149,5748.819173,1,0,0,0,0,0,0,1,1,0,0,0
8616,3,82,24689.6,67.87061,102.4746,5720.467652,0,1,0,0,1,0,0,0,0,1,0,0
8617,1,21,37709.27,57.3396,207.4754,5648.31533,0,0,1,1,0,0,0,0,1,0,0,0
8618,3,41,86921.8,48.71074,182.4608,4447.513551,0,1,0,0,0,0,1,0,1,0,0,0
8619,6,81,46561.38,65.19543,127.4601,5932.432985,0,0,1,0,0,0,0,1,1,0,0,0
8620,4,25,17781.91,63.47229,137.4698,5973.523544,0,0,1,0,0,0,0,1,0,1,0,0
8621,4,33,48357.93,64.25691,179.9476,5671.161211,0,1,0,0,0,0,0,1,1,0,0,0
8622,1,48,37056.67,61.21945,127.4601,5643.207448,0,0,1,1,0,0,0,0,0,1,0,0
8623,2,39,22977.79,61.0763,174.9919,5422.029613,0,0,1,0,0,0,0,1,1,0,0,0
8624,2,78,128842.9,55.51616,245.147,5546.415428,1,0,0,0,0,1,0,0,1,0,0,1
8625,3,28,16997.45,55.40614,230.1051,5298.247055,0,0,1,0,0,0,0,1,0,1,0,0
8626,0,35,88831.62,61.24745,169.9741,5386.675909,1,0,0,0,0,0,1,0,0,1,0,0
8627,3,57,7163.05,62.68234,197.484,6182.792584,1,0,0,1,0,0,0,0,0,1,0,0
8628,4,63,57437.15,59.33067,169.9741,5260.956377,0,0,1,0,1,0,0,0,0,1,0,0
8629,1,47,26722.64,65.89761,114.9728,5593.200037,1,0,0,0,1,0,0,0,0,1,0,0
8630,1,62,35795.48,64.85756,162.4608,6135.9085,0,0,1,0,0,1,0,0,0,1,0,0
8631,1,57,58809.85,62.78671,182.4608,5569.125917,0,1,0,1,0,0,0,0,0,1,0,0
8632,1,40,23806.77,46.65167,184.9939,4286.838179,0,0,1,1,0,0,0,0,1,0,0,0
8633,0,69,69369.55,64.95453,207.4811,5777.625223,1,0,0,0,0,1,0,0,1,0,0,0
8634,1,44,43141.58,70.9092,139.9568,6127.202373,1,0,0,1,0,0,0,0,1,0,0,0
8635,1,31,4145.29,59.59893,182.447,5312.34805,1,0,0,1,0,0,0,0,0,1,0,0
8636,0,22,51024.09,53.49096,172.4705,5200.58921,0,0,1,0,0,0,1,0,1,0,0,0
8637,1,71,30935.61,71.3757,169.9741,6129.316509,0,1,0,0,0,0,0,1,0,1,0,0
8638,0,80,58528.77,49.26867,144.9607,4088.428701,0,1,0,0,1,0,0,0,0,1,0,0
8639,2,22,10589.06,52.27228,237.6549,5608.519136,1,0,0,0,0,1,0,0,0,1,0,0
8640,9,42,18732.06,71.53607,127.4738,6835.30081,0,1,0,0,0,0,0,1,0,1,0,0
8641,2,76,34685.97,47.62011,162.4713,4159.078651,0,0,1,0,1,0,0,0,1,0,0,0
8642,0,42,47735.26,58.65575,220.1323,5417.413606,0,0,1,0,0,1,0,0,0,1,0,0
8643,1,38,30216.55,50.95377,255.1665,4953.439647,1,0,0,0,0,0,0,1,1,0,0,0
8644,2,62,10759.62,41.88419,242.6326,4054.139668,0,1,0,1,0,0,0,0,1,0,0,1
8645,0,41,54540.21,62.80581,137.4686,5340.455949,1,0,0,0,0,1,0,0,1,0,0,0
8646,0,77,25293.87,43.50607,230.1051,4023.11996,1,0,0,1,0,0,0,0,1,0,0,0
8647,1,61,82302.01,47.29134,214.9663,4276.019791,0,0,1,1,0,0,0,0,1,0,0,0
8648,1,87,73803.96,70.89862,214.9663,6207.390421,0,0,1,0,1,0,0,0,0,1,0,0
8649,10,54,22730.72,55.88646,172.4579,5291.533225,0,0,1,0,1,0,0,0,0,1,0,0
8650,0,31,68058.4,57.51975,252.6378,5385.294842,0,0,1,0,1,0,0,0,1,0,0,0
8651,3,20,14817.47,69.4702,235.1591,6547.536791,0,0,1,1,0,0,0,0,0,1,0,0
8652,3,69,2680.5,71.8434,162.4937,6337.761157,1,0,0,0,1,0,0,0,0,1,0,0
8653,2,67,43140.04,67.5746,207.4673,6026.66605,0,0,1,0,0,1,0,0,0,1,0,0
8654,2,26,73725.59,45.39565,245.1283,4967.376182,0,1,0,0,0,0,1,0,1,0,0,1
8655,1,76,27144.01,48.45122,92.45514,4324.605332,1,0,0,0,0,0,0,1,1,0,0,0
8656,0,40,93242.18,63.57829,187.4673,6092.611808,0,1,0,0,0,1,0,0,1,0,0,0
8657,0,86,34962.75,71.84893,177.4876,6678.820787,1,0,0,0,1,0,0,0,0,1,0,0
8658,1,45,62420.93,71.63571,144.9889,6686.415286,0,1,0,0,0,1,0,0,1,0,0,0
8659,1,37,75451.72,61.63116,252.624,5652.464417,0,0,1,0,1,0,0,0,1,0,0,0
8660,0,77,25259.64,56.21975,162.5299,4844.197414,1,0,0,0,0,0,1,0,1,0,0,0
8661,3,68,38284.67,46.63416,182.4608,4271.125651,0,1,0,1,0,0,0,0,0,1,0,0
8662,0,26,61210.24,45.48614,117.4858,4129.318617,1,0,0,0,0,0,1,0,0,1,0,0
8663,0,75,61350.75,65.351,159.9642,5630.09035,1,0,0,0,0,1,0,0,1,0,0,0
8664,9,64,56884.01,69.67964,187.6094,6806.914428,0,1,0,0,1,0,0,0,1,0,0,0
8665,0,87,52838.06,54.42917,157.4836,4491.178233,1,0,0,0,0,0,0,1,1,0,0,0
8666,3,67,24407.64,67.91936,149.9845,6018.467281,0,1,0,1,0,0,0,0,0,1,0,0
8667,1,24,44054.39,68.43831,172.4555,6130.458297,1,0,0,0,0,1,0,0,0,1,0,0
8668,3,59,58054.58,69.22974,240.1149,6260.19195,0,0,1,0,1,0,0,0,1,0,0,0
8669,10,20,50637.64,66.90749,245.147,6916.234923,0,0,1,0,1,0,0,0,1,0,0,0
8670,3,80,121986.8,47.428,164.967,4715.545669,1,0,0,0,0,0,1,0,0,1,0,0
8671,0,67,84647.54,70.03095,104.9781,6258.956902,0,1,0,1,0,0,0,0,0,1,0,0
8672,3,54,69911.65,71.33938,220.1323,6509.69336,0,1,0,1,0,0,0,0,0,1,0,0
8673,4,40,36844.26,39.35678,194.9882,3850.583581,0,0,1,0,0,0,1,0,0,1,0,0
8674,0,77,25875.88,51.39701,210.1051,5130.234856,0,1,0,0,1,0,0,0,0,1,0,0
8675,0,80,90621.46,60.47246,172.4555,5181.079994,0,1,0,0,0,0,1,0,1,0,0,0
8676,1,30,26826.69,49.11678,204.9634,4563.3631,0,0,1,1,0,0,0,0,1,0,0,0
8677,1,35,10149.33,49.91708,155.0084,4620.120318,1,0,0,0,1,0,0,0,1,0,0,0
8678,1,80,11920.23,43.49892,164.9715,4300.053916,1,0,0,0,0,0,0,1,0,1,0,0
8679,4,88,27208.28,60.41609,230.1051,5495.763652,0,1,0,0,0,0,1,0,1,0,0,0
8680,1,64,51338.06,67.73415,255.1336,6699.368513,0,1,0,0,0,0,1,0,0,1,0,0
8681,0,64,17702.11,57.35881,159.9656,5233.297186,1,0,0,0,1,0,0,0,1,0,0,0
8682,4,33,43343.9,51.72997,172.4742,4744.535154,0,1,0,0,1,0,0,0,0,1,0,0
